,0,lower,upper,actual
0,21.90450355829487,-14.23672672406262,58.04573384065236,19.775078224753315
1,22.8110915385553,-13.330138743802191,58.952321820912786,7.509823412569631
2,20.121743028862625,-16.019487253494866,56.262973311220115,44.58791071395831
3,26.078513684008087,-10.062716598349404,62.21974396636558,6.0424604823610935
4,21.39982795559345,-14.741402326764039,57.54105823795094,15.911139800346973
5,21.333224850592668,-14.808005431764823,57.474455132950155,47.46387764013889
6,24.448529473605447,-11.692700808752043,60.58975975596294,55.76115763770031
7,21.407194866438907,-14.734035415918584,57.5484251487964,92.71272175707509
8,23.840130550254255,-12.301099732103236,59.98136083261174,6.746470352152983
9,22.047401300736123,-14.093828981621368,58.18863158309361,29.514467592361143
10,20.07381227353128,-16.06741800882621,56.21504255588877,3.8935396852778013
11,20.664708909792466,-15.476521372565024,56.80593919214996,15.001976322013888
12,24.411232040408564,-11.729998241948927,60.552462322766054,33.896805299791595
13,24.34263952625483,-11.798590756102662,60.48386980861232,18.094246566388847
14,21.490862636748357,-14.650367645609133,57.632092919105844,22.538176865069545
15,18.233024716584563,-17.908205565772928,54.37425499894205,55.931048778264085
16,21.50981561717634,-14.63141466518115,57.65104589953383,33.92668377034738
17,22.046174551799552,-14.095055730557938,58.18740483415704,61.846931416944926
18,21.754904499689008,-14.386325782668482,57.8961347820465,68.06382797048605
19,24.900939479321305,-11.240290803036185,61.04216976167879,5.637615740486126
20,21.680691553447435,-14.460538728910056,57.82192183580493,3.2715521457639625
21,24.552109966105224,-11.589120316252266,60.69334024846272,2.699470030486168
22,19.287169937851736,-16.854060344505754,55.42840022020923,6.048172514861108
23,26.963588672805813,-9.177641609551678,63.1048189551633,2.1673611111802984
24,19.813040992787872,-16.328189289569618,55.95427127514536,14.65069444423591
25,21.42244002670061,-14.71879025565688,57.5636703090581,10.36215277756935
26,22.63518356102752,-13.50604672132997,58.776413843385015,10.184722222222149
27,20.11087829386421,-16.03035198849328,56.2521085762217,6.980348044166476
28,20.777615029870994,-15.363615252486497,56.918845312228484,13.591135903332997
29,26.29051332862167,-9.85071695373582,62.43174361097916,5.648119859375015
30,23.38415171964632,-12.757078562711172,59.52538200200381,73.40890081472196
31,19.065615187886543,-17.075615094470947,55.20684547024403,0.061626333680123935
32,25.37658132443582,-10.764648957921672,61.51781160679331,37.87997685111122
33,26.99877934022556,-9.14245094213193,63.14000962258305,4.455324074375312
34,23.872009844042132,-12.269220438315358,60.01324012639962,24.329861111319133
35,20.602295230917335,-15.538935051440156,56.743525513274825,1.2351534826393618
36,24.52535197217936,-11.615878310178129,60.66658225453685,26.362320854167137
37,25.432167293794336,-10.709062988563154,61.57339757615183,4.689667371527776
38,20.696935573206197,-15.444294709151293,56.83816585556369,10.195949074305645
39,30.539119154954214,-5.602111127403276,66.6803494373117,20.07766203749975
40,21.79357456448721,-14.347655717870282,57.9348048468447,17.316886043680825
41,22.235038130852168,-13.906192151505323,58.37626841320966,11.09777671722236
42,23.260737909764956,-12.880492372592535,59.401968192122446,8.969779561736232
43,22.997705663684783,-13.143524618672707,59.138935946042274,3.2065972217360468
44,30.246679843775247,-5.894550438582243,66.38791012613274,0.4474537034025161
45,25.277399859777113,-10.863830422580378,61.4186301421346,5.830902778055815
46,26.143045401981592,-9.998184880375899,62.28427568433908,32.218055555555566
47,50.53204112604267,14.39081084368518,86.67327140840015,7.668240740972578
48,27.219753585885666,-8.921476696471824,63.36098386824315,3.1698969902777208
49,29.048587704580118,-7.092642577777372,65.18981798693761,11.67715509215327
50,23.592873094918122,-12.548357187439368,59.734103377275616,10.621604529930892
51,23.57967150611521,-12.56155877624228,59.7209017884727,30.081353439722307
52,33.85730984833468,-2.2839204340228108,69.99854013069216,17.0388371688191
53,33.317242495181674,-2.8239877871758168,69.45847277753916,15.162152777986421
54,22.16902350559574,-13.972206776761752,58.31025378795323,14.356048611111191
55,23.08043984727898,-13.06079043507851,59.22167012963647,8.516027777569434
56,24.711249470505486,-11.429980811852005,60.852479752862976,19.244761573889036
57,24.995310469660424,-11.145919812697066,61.136540752017915,1.7585152108331386
58,21.05041914224876,-15.09081114010873,57.191649424606254,54.32223875506952
59,21.777122222393157,-14.364108059964334,57.918352504750644,13.57794862916694
60,20.471653356174897,-15.669576926182593,56.61288363853239,57.357429459722084
61,21.394793259145462,-14.746437023212028,57.536023541502956,10.725814205972029
62,21.517159529428564,-14.624070752928926,57.65838981178605,8.50309490673635
63,28.39416404490386,-7.74706623745363,64.53539432726134,26.201751157430408
64,26.964437419958642,-9.176792862398848,63.10566770231613,8.531828703472229
65,17.801986796972233,-18.339243485385257,53.94321707932973,19.837731481944502
66,20.796011593569755,-15.345218688787735,56.93724187592724,17.653009259027613
67,20.14584687863868,-15.995383403718812,56.28707716099617,7.541571819653086
68,23.948431049202245,-12.192799233155245,60.08966133155974,5.573018756458737
69,20.99533499096784,-15.14589529138965,57.13656527332533,6.576461613403012
70,21.963421261740557,-14.177809020616934,58.10465154409805,24.674710546527763
71,30.23060281261209,-5.9106274697454,66.37183309496959,32.25890754187526
72,19.608107972977642,-16.53312230937985,55.74933825533513,1.3270563104166513
73,44.27145673790194,8.130226455544452,80.41268702025943,32.70158119625012
74,33.96350451975104,-2.1777257626064497,70.10473480210854,22.42718841990893
75,34.54483096938435,-1.5963993129731406,70.68606125174185,27.101683612547845
76,34.98971204907758,-1.1515182332799085,71.13094233143508,13.906327948412581
77,29.08382315618099,-7.0574071261765,65.22505343853848,4.612838157837359
78,21.42549105146837,-14.71573923088912,57.56672133382586,8.922179911423427
79,22.02159212187615,-14.11963816048134,58.16282240423364,2.648203701493003
80,22.34260019913247,-13.79863008322502,58.48383048148996,2.927766527846984
81,21.278506238648834,-14.862724043708656,57.41973652100633,12.7853296095833
82,27.931424148710207,-8.209806133647284,64.07265443106769,4.836269013889137
83,19.703102795556013,-16.438127486801477,55.844333077913504,55.84398148312482
84,19.218346456544964,-16.922883825812526,55.359576738902454,64.142286229653
85,22.485479659906822,-13.655750622450668,58.62670994226431,5.264437425416872
86,38.75354339013066,2.6123131077731685,74.89477367248816,10.315480085208264
87,30.82640470699559,-5.314825575361901,66.96763498935309,4.016399288749994
88,24.703739078508633,-11.437491203848857,60.84496936086612,22.559626359027675
89,21.48603465731361,-14.65519562504388,57.6272649396711,21.758806891388645
90,25.280195347133493,-10.861034935223998,61.42142562949098,25.708933227360717
91,22.160948966158383,-13.980281316199108,58.30217924851587,13.947790330972452
92,31.806524026677668,-4.334706255679823,67.94775430903516,2.7416666659720477
93,33.30204665689445,-2.8391836254630434,69.44327693925194,4.515972221527704
94,25.151571837088536,-10.989658445268955,61.29280211944602,1.4854166666667652
95,25.64283433162793,-10.49839595072956,61.78406461398542,6.683079434722231
96,19.38722321326916,-16.75400706908833,55.52845349562665,29.754327241458782
97,23.747152371264775,-12.394077911092715,59.888382653622266,8.992325657639185
98,23.698835332337346,-12.442394950020145,59.840065614694836,5.932754629583087
99,24.888091094072806,-11.253139188284685,61.029321376430296,0.49248005673621265
100,25.008585642913012,-11.132644639444479,61.1498159252705,10.37211289118045
